,Item_ID,Store_ID,Item_Store_ID,Item_Weight,Item_Sugar_Content,Item_Visibility,Item_Type,Item_Price,Store_Start_Year,Store_Size,Store_Location_Type,Store_Type,Item_Store_Returns
539,FDA31,BABATUNJI017,FDA31_BABATUNJI017,7.1,Low Sugar,0.110633958,Fruits and Vegetables,434.52,2014,Medium,Cluster 2,Supermarket Type1,3029.39
540,FDA31,BABATUNJI018,FDA31_BABATUNJI018,7.1,Ultra Low Sugar,0.11045982800000001,Fruits and Vegetables,430.27,2016,Medium,Cluster 3,Supermarket Type2,5626.01
541,FDA31,BABATUNJI035,FDA31_BABATUNJI035,7.1,Low Sugar,0.109990885,Fruits and Vegetables,432.27,2011,Small,Cluster 2,Supermarket Type1,6924.32
542,FDA31,BABATUNJI045,FDA31_BABATUNJI045,7.1,Low Sugar,0.11023479300000001,Fruits and Vegetables,429.27,2009,Medium,Cluster 2,Supermarket Type1,7789.86
543,FDA32,BABATUNJI017,FDA32_BABATUNJI017,14.0,Ultra Low Sugar,0.0,Fruits and Vegetables,542.3,2014,Medium,Cluster 2,Supermarket Type1,16178.94
544,FDA32,BABATUNJI019,FDA32_BABATUNJI019,12.909,Ultra Low Sugar,0.052691046,Fruits and Vegetables,540.8,1992,Small,Cluster 1,Grocery Store,539.3
545,FDA32,BABATUNJI045,FDA32_BABATUNJI045,14.0,Low Sugar,0.030155223999999998,Fruits and Vegetables,536.8,2009,Medium,Cluster 2,Supermarket Type1,7550.17
546,FDA32,BABATUNJI049,FDA32_BABATUNJI049,14.0,Low Sugar,0.030140981,Fruits and Vegetables,540.05,2006,Medium,Cluster 1,Supermarket Type1,6471.58
547,FDA33,BABATUNJI017,FDA33_BABATUNJI017,6.48,Low Sugar,0.034091649,Snack Foods,365.52,2014,Medium,Cluster 2,Supermarket Type1,5912.3
548,FDA33,BABATUNJI035,FDA33_BABATUNJI035,6.48,Low Sugar,0.033893487,Snack Foods,367.52,2011,Small,Cluster 2,Supermarket Type1,7759.9
549,FDA33,BABATUNJI045,FDA33_BABATUNJI045,6.48,Low Sugar,0.033968647000000005,Snack Foods,370.02,2009,Medium,Cluster 2,Supermarket Type1,2217.11
550,FDA33,BABATUNJI046,FDA33_BABATUNJI046,6.48,Low Sugar,0.033899898,Snack Foods,367.27,2004,Small,Cluster 1,Supermarket Type1,7390.38
551,FDA33,BABATUNJI049,FDA33_BABATUNJI049,6.48,Ultra Low Sugar,0.033952603,Snack Foods,370.52,2006,Medium,Cluster 1,Supermarket Type1,8498.94
552,FDA34,BABATUNJI017,FDA34_BABATUNJI017,11.5,Low Sugar,0.014944613999999998,Starchy Foods,429.52,2014,Medium,Cluster 2,Supermarket Type1,14281.41
553,FDA34,BABATUNJI018,FDA34_BABATUNJI018,11.5,Low Sugar,0.014921093,Starchy Foods,434.77,2016,Medium,Cluster 3,Supermarket Type2,3029.39
554,FDA34,BABATUNJI027,FDA34_BABATUNJI027,12.909,Low Sugar,0.014788593999999999,Starchy Foods,436.02,1992,Medium,Cluster 3,Supermarket Type3,18609.11
555,FDA34,BABATUNJI049,FDA34_BABATUNJI049,11.5,Low Sugar,0.014883661000000001,Starchy Foods,436.27,2006,Medium,Cluster 1,Supermarket Type1,9088.17
556,FDA35,BABATUNJI017,FDA35_BABATUNJI017,14.85,Normal Sugar,0.054142088,Baking Goods,310.27,2014,Medium,Cluster 2,Supermarket Type1,4594.02
557,FDA35,BABATUNJI046,FDA35_BABATUNJI046,14.85,Normal Sugar,0.053837561,Baking Goods,302.02,2004,Small,Cluster 1,Supermarket Type1,10719.38
558,FDA35,BABATUNJI049,FDA35_BABATUNJI049,14.85,Normal Sugar,0.053921264,Baking Goods,307.52,2006,Medium,Cluster 1,Supermarket Type1,4900.29
559,FDA36,BABATUNJI019,FDA36_BABATUNJI019,12.909,Low Sugar,0.009921107,Baking Goods,459.23,1992,Small,Cluster 1,Grocery Store,1388.19
560,FDA36,BABATUNJI027,FDA36_BABATUNJI027,12.909,Low Sugar,0.005638944,Baking Goods,462.48,1992,Medium,Cluster 3,Supermarket Type3,7866.43
561,FDA36,BABATUNJI045,FDA36_BABATUNJI045,5.985,Low Sugar,0.005677876,Baking Goods,462.23,2009,Medium,Cluster 2,Supermarket Type1,4164.58
562,FDA37,BABATUNJI018,FDA37_BABATUNJI018,7.81,Normal Sugar,0.055451725,Canned,306.51,2016,Medium,Cluster 3,Supermarket Type2,5913.97
563,FDA37,BABATUNJI046,FDA37_BABATUNJI046,7.81,Normal Sugar,0.055226755,Canned,307.76,2004,Small,Cluster 1,Supermarket Type1,2178.83
564,FDA38,BABATUNJI019,FDA38_BABATUNJI019,12.909,Low Sugar,0.04461205,Dairy,602.88,1992,Small,Cluster 1,Grocery Store,1201.77
565,FDA39,BABATUNJI010,FDA39_BABATUNJI010,6.32,Low Sugar,0.021287234,Meat,96.46,2005,Medium,Cluster 3,Grocery Store,196.41
566,FDA39,BABATUNJI013,FDA39_BABATUNJI013,6.32,Low Sugar,0.012707362,Meat,102.71,1994,High,Cluster 3,Supermarket Type1,2356.93
567,FDA40,BABATUNJI013,FDA40_BABATUNJI013,16.0,Normal Sugar,0.099188598,Frozen Foods,222.46,1994,High,Cluster 3,Supermarket Type1,4174.57
568,FDA43,BABATUNJI017,FDA43_BABATUNJI017,10.895,Low Sugar,0.065041581,Fruits and Vegetables,490.95,2014,Medium,Cluster 2,Supermarket Type1,7803.18
569,FDA43,BABATUNJI018,FDA43_BABATUNJI018,10.895,Low Sugar,0.064939211,Fruits and Vegetables,485.45,2016,Medium,Cluster 3,Supermarket Type2,5852.38
570,FDA43,BABATUNJI027,FDA43_BABATUNJI027,12.909,Low Sugar,0.064362554,Fruits and Vegetables,484.45,1992,Medium,Cluster 3,Supermarket Type3,12192.46
571,FDA44,BABATUNJI010,FDA44_BABATUNJI010,19.7,Low Sugar,0.089083914,Fruits and Vegetables,136.48,2005,Medium,Cluster 3,Grocery Store,141.48
572,FDA44,BABATUNJI013,FDA44_BABATUNJI013,19.7,Low Sugar,0.053178425,Fruits and Vegetables,139.98,1994,High,Cluster 3,Supermarket Type1,2263.72
573,FDA45,BABATUNJI018,FDA45_BABATUNJI018,21.25,Low Sugar,0.15601263099999998,Snack Foods,443.34,2016,Medium,Cluster 3,Supermarket Type2,7057.48
574,FDA45,BABATUNJI027,FDA45_BABATUNJI027,12.909,Low Sugar,0.154627247,Snack Foods,444.09,1992,Medium,Cluster 3,Supermarket Type3,13673.87
575,FDA45,BABATUNJI035,FDA45_BABATUNJI035,21.25,Low Sugar,0.155350299,Snack Foods,445.59,2011,Small,Cluster 2,Supermarket Type1,1323.28
576,FDA45,BABATUNJI045,FDA45_BABATUNJI045,21.25,Low Sugar,0.155694794,Snack Foods,444.09,2009,Medium,Cluster 2,Supermarket Type1,7498.57
577,FDA46,BABATUNJI017,FDA46_BABATUNJI017,13.6,Low Sugar,0.11830085,Snack Foods,490.53,2014,Medium,Cluster 2,Supermarket Type1,4860.34
578,FDA46,BABATUNJI027,FDA46_BABATUNJI027,12.909,Low Sugar,0.117065801,Snack Foods,490.28,1992,Medium,Cluster 3,Supermarket Type3,15067.05
579,FDA46,BABATUNJI035,FDA46_BABATUNJI035,13.6,Low Sugar,0.117613212,Snack Foods,485.53,2011,Small,Cluster 2,Supermarket Type1,6318.44
580,FDA46,BABATUNJI045,FDA46_BABATUNJI045,13.6,Low Sugar,0.11787402400000001,Snack Foods,484.03,2009,Medium,Cluster 2,Supermarket Type1,11178.78
581,FDA46,BABATUNJI049,FDA46_BABATUNJI049,13.6,Low Sugar,0.117818348,Snack Foods,482.28,2006,Medium,Cluster 1,Supermarket Type1,6318.44
582,FDA47,BABATUNJI013,FDA47_BABATUNJI013,10.5,Normal Sugar,0.11657670199999999,Baking Goods,407.8,1994,High,Cluster 3,Supermarket Type1,4485.83
583,FDA47,BABATUNJI017,FDA47_BABATUNJI017,10.5,Normal Sugar,0.11733375,Baking Goods,410.3,2014,Medium,Cluster 2,Supermarket Type1,6932.64
584,FDA47,BABATUNJI018,FDA47_BABATUNJI018,10.5,Normal Sugar,0.117149075,Baking Goods,410.3,2016,Medium,Cluster 3,Supermarket Type2,4485.83
585,FDA47,BABATUNJI027,FDA47_BABATUNJI027,12.909,Normal Sugar,0.11610879699999999,Baking Goods,410.3,1992,Medium,Cluster 3,Supermarket Type3,15088.69
586,FDA47,BABATUNJI045,FDA47_BABATUNJI045,10.5,Normal Sugar,0.0,Baking Goods,406.05,2009,Medium,Cluster 2,Supermarket Type1,3262.42
587,FDA47,BABATUNJI046,FDA47_BABATUNJI046,10.5,Normal Sugar,0.116673795,Baking Goods,404.3,2004,Small,Cluster 1,Supermarket Type1,8971.66
588,FDA48,BABATUNJI045,FDA48_BABATUNJI045,12.1,Low Sugar,0.11510702800000001,Baking Goods,555.03,2009,Medium,Cluster 2,Supermarket Type1,8868.46
589,FDA49,BABATUNJI010,FDA49_BABATUNJI010,19.7,Low Sugar,0.108665723,Canned,216.05,2005,Medium,Cluster 3,Grocery Store,218.05
590,FDA50,BABATUNJI010,FDA50_BABATUNJI010,16.25,Ultra Low Sugar,0.14591330800000002,Dairy,238.6,2005,Medium,Cluster 3,Grocery Store,482.71
591,FDA50,BABATUNJI013,FDA50_BABATUNJI013,16.25,Low Sugar,0.087102593,Dairy,240.1,1994,High,Cluster 3,Supermarket Type1,2172.17
592,FDA50,BABATUNJI046,FDA50_BABATUNJI046,16.25,Low Sugar,0.08717513699999999,Dairy,245.85,2004,Small,Cluster 1,Supermarket Type1,3378.94
593,FDA50,BABATUNJI049,FDA50_BABATUNJI049,16.25,Low Sugar,0.08731067199999999,Dairy,238.85,2006,Medium,Cluster 1,Supermarket Type1,3861.64
594,FDA51,BABATUNJI013,FDA51_BABATUNJI013,8.05,Normal Sugar,0.164542555,Dairy,280.63,1994,High,Cluster 3,Supermarket Type1,4269.44
595,FDA51,BABATUNJI046,FDA51_BABATUNJI046,8.05,Normal Sugar,0.16467959699999998,Dairy,280.38,2004,Small,Cluster 1,Supermarket Type1,3130.92
596,FDA52,BABATUNJI027,FDA52_BABATUNJI027,12.909,Normal Sugar,0.12780038800000001,Frozen Foods,442.59,1992,Medium,Cluster 3,Supermarket Type3,11468.41
597,FDA52,BABATUNJI035,FDA52_BABATUNJI035,16.2,Normal Sugar,0.128397995,Frozen Foods,445.84,2011,Small,Cluster 2,Supermarket Type1,3528.74
598,FDA52,BABATUNJI045,FDA52_BABATUNJI045,16.2,Normal Sugar,0.128682722,Frozen Foods,446.09,2009,Medium,Cluster 2,Supermarket Type1,2646.56
599,FDA52,BABATUNJI049,FDA52_BABATUNJI049,16.2,Normal Sugar,0.128621941,Frozen Foods,438.84,2006,Medium,Cluster 1,Supermarket Type1,8821.85
600,FDA55,BABATUNJI019,FDA55_BABATUNJI019,12.909,Normal Sugar,0.099780431,Fruits and Vegetables,563.02,1992,Small,Cluster 1,Grocery Store,1118.54
601,FDA55,BABATUNJI027,FDA55_BABATUNJI027,12.909,Normal Sugar,0.056713056,Fruits and Vegetables,559.52,1992,Medium,Cluster 3,Supermarket Type3,13981.8
602,FDA56,BABATUNJI013,FDA56_BABATUNJI013,9.21,Low Sugar,0.008757492,Fruits and Vegetables,302.1,1994,High,Cluster 3,Supermarket Type1,5178.26
603,FDA56,BABATUNJI046,FDA56_BABATUNJI046,9.21,Low Sugar,0.008764786,Fruits and Vegetables,307.85,2004,Small,Cluster 1,Supermarket Type1,10661.12
604,FDA56,BABATUNJI049,FDA56_BABATUNJI049,9.21,Low Sugar,0.008778413,Fruits and Vegetables,306.1,2006,Medium,Cluster 1,Supermarket Type1,3959.85
605,FDA57,BABATUNJI013,FDA57_BABATUNJI013,18.85,Low Sugar,0.03961061,Snack Foods,104.12,1994,High,Cluster 3,Supermarket Type1,1897.53
606,FDA58,BABATUNJI035,FDA58_BABATUNJI035,9.395,Low Sugar,0.103731617,Snack Foods,592.48,2011,Small,Cluster 2,Supermarket Type1,10606.19
607,FDB02,BABATUNJI018,FDB02_BABATUNJI018,9.695,Normal Sugar,0.029283081000000002,Canned,437.84,2016,Medium,Cluster 3,Supermarket Type2,9262.94
608,FDB02,BABATUNJI027,FDB02_BABATUNJI027,12.909,Normal Sugar,0.029023048,Canned,444.59,1992,Medium,Cluster 3,Supermarket Type3,16761.52
609,FDB02,BABATUNJI035,FDB02_BABATUNJI035,9.695,Normal Sugar,0.029158762999999997,Canned,436.34,2011,Small,Cluster 2,Supermarket Type1,3087.65
610,FDB02,BABATUNJI045,FDB02_BABATUNJI045,9.695,Normal Sugar,0.029223423999999998,Canned,438.59,2009,Medium,Cluster 2,Supermarket Type1,7498.57
611,FDB03,BABATUNJI035,FDB03_BABATUNJI035,17.75,Normal Sugar,0.156802171,Dairy,605.38,2011,Small,Cluster 2,Supermarket Type1,10815.92
612,FDB04,BABATUNJI013,FDB04_BABATUNJI013,11.35,Normal Sugar,0.06317369099999999,Dairy,215.46,1994,High,Cluster 3,Supermarket Type1,3735.14
613,FDB05,BABATUNJI019,FDB05_BABATUNJI019,12.909,Low Sugar,0.145669556,Frozen Foods,618.19,1992,Small,Cluster 1,Grocery Store,1857.58
614,FDB05,BABATUNJI027,FDB05_BABATUNJI027,12.909,Low Sugar,0.08279545,Frozen Foods,614.69,1992,Medium,Cluster 3,Supermarket Type3,11764.69
615,FDB08,BABATUNJI017,FDB08_BABATUNJI017,6.055,Low Sugar,0.03127929,Fruits and Vegetables,400.89,2014,Medium,Cluster 2,Supermarket Type1,6017.17
616,FDB08,BABATUNJI018,FDB08_BABATUNJI018,6.055,Low Sugar,0.031230058999999998,Fruits and Vegetables,400.89,2016,Medium,Cluster 3,Supermarket Type2,4412.59
617,FDB08,BABATUNJI027,FDB08_BABATUNJI027,12.909,Low Sugar,0.030952737,Fruits and Vegetables,400.39,1992,Medium,Cluster 3,Supermarket Type3,7621.75
618,FDB08,BABATUNJI035,FDB08_BABATUNJI035,6.055,Low Sugar,0.0,Fruits and Vegetables,405.89,2011,Small,Cluster 2,Supermarket Type1,4011.45
619,FDB08,BABATUNJI046,FDB08_BABATUNJI046,6.055,Low Sugar,0.031103357,Fruits and Vegetables,399.89,2004,Small,Cluster 1,Supermarket Type1,6819.46
620,FDB08,BABATUNJI049,FDB08_BABATUNJI049,6.055,Low Sugar,0.031151714,Fruits and Vegetables,396.89,2006,Medium,Cluster 1,Supermarket Type1,5214.88
621,FDB09,BABATUNJI018,FDB09_BABATUNJI018,16.25,Low Sugar,0.057629899000000005,Fruits and Vegetables,309.76,2016,Medium,Cluster 3,Supermarket Type2,2801.35
622,FDB09,BABATUNJI019,FDB09_BABATUNJI019,12.909,Low Sugar,0.100493148,Fruits and Vegetables,307.76,1992,Small,Cluster 1,Grocery Store,311.26
623,FDB09,BABATUNJI035,FDB09_BABATUNJI035,16.25,Low Sugar,0.057385239000000005,Fruits and Vegetables,315.51,2011,Small,Cluster 2,Supermarket Type1,3423.88
624,FDB09,BABATUNJI046,FDB09_BABATUNJI046,16.25,Low Sugar,0.057396092,Fruits and Vegetables,314.51,2004,Small,Cluster 1,Supermarket Type1,1867.57
625,FDB09,BABATUNJI049,FDB09_BABATUNJI049,16.25,Low Sugar,0.057485327999999995,Fruits and Vegetables,315.51,2006,Medium,Cluster 1,Supermarket Type1,4668.92
626,FDB11,BABATUNJI017,FDB11_BABATUNJI017,16.0,Ultra Low Sugar,0.061192210999999996,Starchy Foods,560.35,2014,Medium,Cluster 2,Supermarket Type1,11814.62
627,FDB11,BABATUNJI035,FDB11_BABATUNJI035,16.0,Low Sugar,0.060836524,Starchy Foods,567.1,2011,Small,Cluster 2,Supermarket Type1,15752.83
628,FDB11,BABATUNJI045,FDB11_BABATUNJI045,16.0,Low Sugar,0.060971431,Starchy Foods,565.6,2009,Medium,Cluster 2,Supermarket Type1,11814.62
629,FDB11,BABATUNJI049,FDB11_BABATUNJI049,16.0,Low Sugar,0.060942632000000004,Starchy Foods,564.1,2006,Medium,Cluster 1,Supermarket Type1,7313.81
630,FDB12,BABATUNJI013,FDB12_BABATUNJI013,11.15,Normal Sugar,0.10522002400000001,Baking Goods,256.91,1994,High,Cluster 3,Supermarket Type1,2856.28
631,FDB12,BABATUNJI018,FDB12_BABATUNJI018,11.15,Normal Sugar,0.10573663800000001,Baking Goods,261.16,2016,Medium,Cluster 3,Supermarket Type2,5452.9
632,FDB12,BABATUNJI046,FDB12_BABATUNJI046,11.15,Normal Sugar,0.105307659,Baking Goods,255.16,2004,Small,Cluster 1,Supermarket Type1,2596.62
633,FDB12,BABATUNJI049,FDB12_BABATUNJI049,11.15,Normal Sugar,0.105471384,Baking Goods,264.66,2006,Medium,Cluster 1,Supermarket Type1,4933.58
634,FDB14,BABATUNJI010,FDB14_BABATUNJI010,20.25,Normal Sugar,0.171938781,Canned,231.28,2005,Medium,Cluster 3,Grocery Store,466.06
635,FDB14,BABATUNJI046,FDB14_BABATUNJI046,20.25,Normal Sugar,0.102723919,Canned,233.03,2004,Small,Cluster 1,Supermarket Type1,4893.63
636,FDB15,BABATUNJI017,FDB15_BABATUNJI017,10.895,Low Sugar,0.137584599,Dairy,655.64,2014,Medium,Cluster 2,Supermarket Type1,9887.13
637,FDB16,BABATUNJI013,FDB16_BABATUNJI013,8.21,Low Sugar,0.044888397000000003,Dairy,218.3,1994,High,Cluster 3,Supermarket Type1,1526.35
638,FDB17,BABATUNJI017,FDB17_BABATUNJI017,13.15,Low Sugar,0.036879538999999996,Frozen Foods,453.49,2014,Medium,Cluster 2,Supermarket Type1,7696.65
639,FDB17,BABATUNJI019,FDB17_BABATUNJI019,12.909,Low Sugar,0.06420812599999999,Frozen Foods,450.49,1992,Small,Cluster 1,Grocery Store,452.74
640,FDB17,BABATUNJI027,FDB17_BABATUNJI027,12.909,Low Sugar,0.036494521,Frozen Foods,447.74,1992,Medium,Cluster 3,Supermarket Type3,14940.55
641,FDB17,BABATUNJI045,FDB17_BABATUNJI045,13.15,Low Sugar,0.036746479,Frozen Foods,453.24,2009,Medium,Cluster 2,Supermarket Type1,8149.39
642,FDB17,BABATUNJI046,FDB17_BABATUNJI046,13.15,Low Sugar,0.036672107,Frozen Foods,456.49,2004,Small,Cluster 1,Supermarket Type1,10413.11
643,FDB17,BABATUNJI049,FDB17_BABATUNJI049,13.15,Low Sugar,0.036729122,Frozen Foods,449.49,2006,Medium,Cluster 1,Supermarket Type1,6338.42
644,FDB20,BABATUNJI013,FDB20_BABATUNJI013,7.72,Low Sugar,0.05193741,Fruits and Vegetables,195.0,1994,High,Cluster 3,Supermarket Type1,2336.96
645,FDB21,BABATUNJI017,FDB21_BABATUNJI017,7.475,Low Sugar,0.14936069800000001,Fruits and Vegetables,608.71,2014,Medium,Cluster 2,Supermarket Type1,4229.49
646,FDB21,BABATUNJI027,FDB21_BABATUNJI027,12.909,Low Sugar,0.0,Fruits and Vegetables,607.46,1992,Medium,Cluster 3,Supermarket Type3,16917.98
647,FDB21,BABATUNJI035,FDB21_BABATUNJI035,7.475,Low Sugar,0.148492521,Fruits and Vegetables,601.71,2011,Small,Cluster 2,Supermarket Type1,4229.49
648,FDB21,BABATUNJI045,FDB21_BABATUNJI045,7.475,Low Sugar,0.148821808,Fruits and Vegetables,603.21,2009,Medium,Cluster 2,Supermarket Type1,13292.7
649,FDB22,BABATUNJI010,FDB22_BABATUNJI010,8.02,Low Sugar,0.18652881899999998,Snack Foods,380.0,2005,Medium,Cluster 3,Grocery Store,769.0
650,FDB22,BABATUNJI027,FDB22_BABATUNJI027,12.909,Low Sugar,0.110901004,Snack Foods,387.75,1992,Medium,Cluster 3,Supermarket Type3,6920.99
651,FDB22,BABATUNJI035,FDB22_BABATUNJI035,8.02,Low Sugar,0.11141958800000001,Snack Foods,386.0,2011,Small,Cluster 2,Supermarket Type1,8458.99
652,FDB22,BABATUNJI045,FDB22_BABATUNJI045,8.02,Low Sugar,0.111666665,Snack Foods,388.25,2009,Medium,Cluster 2,Supermarket Type1,3076.0
653,FDB22,BABATUNJI049,FDB22_BABATUNJI049,8.02,Low Sugar,0.11161392099999999,Snack Foods,381.75,2006,Medium,Cluster 1,Supermarket Type1,8458.99
654,FDB23,BABATUNJI017,FDB23_BABATUNJI017,19.2,Normal Sugar,0.005620213000000001,Starchy Foods,566.52,2014,Medium,Cluster 2,Supermarket Type1,12978.11
655,FDB23,BABATUNJI019,FDB23_BABATUNJI019,12.909,Normal Sugar,0.00978492,Starchy Foods,564.77,1992,Small,Cluster 1,Grocery Store,1128.53
656,FDB23,BABATUNJI027,FDB23_BABATUNJI027,12.909,Normal Sugar,0.005561538,Starchy Foods,560.02,1992,Medium,Cluster 3,Supermarket Type3,9592.51
657,FDB23,BABATUNJI045,FDB23_BABATUNJI045,19.2,Normal Sugar,0.0,Starchy Foods,559.52,2009,Medium,Cluster 2,Supermarket Type1,14106.64
658,FDB27,BABATUNJI027,FDB27_BABATUNJI027,12.909,Low Sugar,0.055121892,Dairy,491.94,1992,Medium,Cluster 3,Supermarket Type3,14780.76
659,FDB27,BABATUNJI035,FDB27_BABATUNJI035,7.575,Low Sugar,0.055379648,Dairy,495.44,2011,Small,Cluster 2,Supermarket Type1,13302.68
660,FDB27,BABATUNJI045,FDB27_BABATUNJI045,7.575,Low Sugar,0.05550245400000001,Dairy,491.44,2009,Medium,Cluster 2,Supermarket Type1,3941.54
661,FDB27,BABATUNJI049,FDB27_BABATUNJI049,7.575,Low Sugar,0.055476238,Dairy,492.19,2006,Medium,Cluster 1,Supermarket Type1,2956.15
662,FDB28,BABATUNJI017,FDB28_BABATUNJI017,6.615,Low Sugar,0.093913607,Dairy,496.86,2014,Medium,Cluster 2,Supermarket Type1,2966.14
663,FDB28,BABATUNJI045,FDB28_BABATUNJI045,6.615,Low Sugar,0.093574769,Dairy,498.61,2009,Medium,Cluster 2,Supermarket Type1,8404.06
664,FDB29,BABATUNJI013,FDB29_BABATUNJI013,16.7,Normal Sugar,0.052368060999999994,Frozen Foods,281.79,1994,High,Cluster 3,Supermarket Type1,2004.06
665,FDB29,BABATUNJI017,FDB29_BABATUNJI017,16.7,Normal Sugar,0.052708138,Frozen Foods,286.79,2014,Medium,Cluster 2,Supermarket Type1,6012.17
666,FDB29,BABATUNJI018,FDB29_BABATUNJI018,16.7,Normal Sugar,0.052625179,Frozen Foods,283.54,2016,Medium,Cluster 3,Supermarket Type2,3721.82
667,FDB29,BABATUNJI049,FDB29_BABATUNJI049,16.7,Normal Sugar,0.052493162,Frozen Foods,284.79,2006,Medium,Cluster 1,Supermarket Type1,6298.47
668,FDB32,BABATUNJI010,FDB32_BABATUNJI010,20.6,Low Sugar,0.039255412,Fruits and Vegetables,236.19,2005,Medium,Cluster 3,Grocery Store,234.69
669,FDB33,BABATUNJI013,FDB33_BABATUNJI013,17.75,Low Sugar,0.014568036000000001,Fruits and Vegetables,395.32,1994,High,Cluster 3,Supermarket Type1,10343.2
670,FDB33,BABATUNJI019,FDB33_BABATUNJI019,12.909,Low Sugar,0.025527994,Fruits and Vegetables,393.82,1992,Small,Cluster 1,Grocery Store,1193.45
671,FDB33,BABATUNJI035,FDB33_BABATUNJI035,17.75,Low Sugar,0.014577412,Fruits and Vegetables,401.82,2011,Small,Cluster 2,Supermarket Type1,7160.68
672,FDB33,BABATUNJI045,FDB33_BABATUNJI045,17.75,Low Sugar,0.014609738,Fruits and Vegetables,401.07,2009,Medium,Cluster 2,Supermarket Type1,7956.31
673,FDB33,BABATUNJI049,FDB33_BABATUNJI049,17.75,Low Sugar,0.014602836999999999,Fruits and Vegetables,396.57,2006,Medium,Cluster 1,Supermarket Type1,9547.57
674,FDB34,BABATUNJI010,FDB34_BABATUNJI010,15.25,Low Sugar,0.044539370999999994,Snack Foods,213.3,2005,Medium,Cluster 3,Grocery Store,654.15
675,FDB35,BABATUNJI013,FDB35_BABATUNJI013,12.3,Normal Sugar,0.064565202,Starchy Foods,232.45,1994,High,Cluster 3,Supermarket Type1,4823.72
676,FDB36,BABATUNJI013,FDB36_BABATUNJI013,5.465,Normal Sugar,0.048486800999999996,Baking Goods,328.16,1994,High,Cluster 3,Supermarket Type1,8525.57
677,FDB36,BABATUNJI017,FDB36_BABATUNJI017,5.465,Normal Sugar,0.048801674,Baking Goods,330.41,2014,Medium,Cluster 2,Supermarket Type1,3934.88
678,FDB36,BABATUNJI018,FDB36_BABATUNJI018,5.465,Normal Sugar,0.0,Baking Goods,331.41,2016,Medium,Cluster 3,Supermarket Type2,655.81
679,FDB36,BABATUNJI035,FDB36_BABATUNJI035,5.465,Normal Sugar,0.048518008,Baking Goods,332.41,2011,Small,Cluster 2,Supermarket Type1,5902.32
680,FDB36,BABATUNJI045,FDB36_BABATUNJI045,5.465,Normal Sugar,0.048625599000000005,Baking Goods,323.16,2009,Medium,Cluster 2,Supermarket Type1,3279.07
681,FDB36,BABATUNJI046,FDB36_BABATUNJI046,5.465,Normal Sugar,0.0,Baking Goods,322.91,2004,Small,Cluster 1,Supermarket Type1,9181.38
682,FDB37,BABATUNJI027,FDB37_BABATUNJI027,12.909,Normal Sugar,0.022829733999999997,Baking Goods,602.63,1992,Medium,Cluster 3,Supermarket Type3,11416.81
683,FDB37,BABATUNJI035,FDB37_BABATUNJI035,20.25,Normal Sugar,0.022936487999999998,Baking Goods,602.13,2011,Small,Cluster 2,Supermarket Type1,19829.19
684,FDB38,BABATUNJI018,FDB38_BABATUNJI018,19.5,Normal Sugar,0.027458099,Canned,396.98,2016,Medium,Cluster 3,Supermarket Type2,6391.68
685,FDB38,BABATUNJI019,FDB38_BABATUNJI019,12.909,Normal Sugar,0.0,Canned,401.73,1992,Small,Cluster 1,Grocery Store,798.96
686,FDB38,BABATUNJI027,FDB38_BABATUNJI027,12.909,Normal Sugar,0.027214272,Canned,399.23,1992,Medium,Cluster 3,Supermarket Type3,8788.56
687,FDB38,BABATUNJI035,FDB38_BABATUNJI035,19.5,Normal Sugar,0.027341529,Canned,395.73,2011,Small,Cluster 2,Supermarket Type1,9987.0
688,FDB38,BABATUNJI046,FDB38_BABATUNJI046,19.5,Normal Sugar,0.027346699999999998,Canned,397.48,2004,Small,Cluster 1,Supermarket Type1,4394.28
689,FDB40,BABATUNJI010,FDB40_BABATUNJI010,17.5,Normal Sugar,0.012620221000000001,Dairy,362.03,2005,Medium,Cluster 3,Grocery Store,729.05
690,FDB40,BABATUNJI018,FDB40_BABATUNJI018,17.5,Normal Sugar,0.007570599,Dairy,361.53,2016,Medium,Cluster 3,Supermarket Type2,5467.88
691,FDB40,BABATUNJI027,FDB40_BABATUNJI027,12.909,Normal Sugar,0.0075033719999999995,Dairy,366.78,1992,Medium,Cluster 3,Supermarket Type3,10935.77
692,FDB40,BABATUNJI035,FDB40_BABATUNJI035,17.5,Normal Sugar,0.007538459,Dairy,360.53,2011,Small,Cluster 2,Supermarket Type1,10206.71
693,FDB40,BABATUNJI045,FDB40_BABATUNJI045,17.5,Normal Sugar,0.007555175999999999,Dairy,364.78,2009,Medium,Cluster 2,Supermarket Type1,5467.88
694,FDB40,BABATUNJI049,FDB40_BABATUNJI049,17.5,Normal Sugar,0.007551606999999999,Dairy,364.53,2006,Medium,Cluster 1,Supermarket Type1,4738.83
695,FDB41,BABATUNJI010,FDB41_BABATUNJI010,19.0,Normal Sugar,0.162882227,Frozen Foods,117.18,2005,Medium,Cluster 3,Grocery Store,472.72
696,FDB44,BABATUNJI017,FDB44_BABATUNJI017,6.655,Low Sugar,0.0,Fruits and Vegetables,531.15,2014,Medium,Cluster 2,Supermarket Type1,6859.4
697,FDB44,BABATUNJI027,FDB44_BABATUNJI027,12.909,Low Sugar,0.016876708,Fruits and Vegetables,525.15,1992,Medium,Cluster 3,Supermarket Type3,17412.33
